clusterid,queryID,class,gene,allele,seqID,accession,positions,size,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,bla_description,bla_class,CARD_class,ARO_class
135,LEN-2,Bla,SHV-OKP-LEN,LEN-2,1488,NG_049274.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,LEN-20,Bla,SHV-OKP-LEN,LEN-20,1489,NG_049275.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,LEN-21,Bla,SHV-OKP-LEN,LEN-21,1490,NG_049276.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,LEN-22,Bla,SHV-OKP-LEN,LEN-22,1491,NG_049277.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,LEN-23,Bla,SHV-OKP-LEN,LEN-23,1492,NG_049278.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,LEN-24,Bla,SHV-OKP-LEN,LEN-24,1493,NG_049279.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,LEN-25,Bla,SHV-OKP-LEN,LEN-25,1494,NG_049280.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,LEN-26,Bla,SHV-OKP-LEN,LEN-26,1495,NG_049281.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,LEN-32,Bla,SHV-OKP-LEN,LEN-32,1496,NG_066699.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,LEN-34,Bla,SHV-OKP-LEN,LEN-34,1497,NG_066700.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,LEN-35,Bla,SHV-OKP-LEN,LEN-35,1498,NG_066763.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,LEN-36,Bla,SHV-OKP-LEN,LEN-36,1499,NG_066764.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,LEN-37,Bla,SHV-OKP-LEN,LEN-37,1500,NG_066765.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,LEN-5,Bla,SHV-OKP-LEN,LEN-5,1501,NG_049282.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,LEN-9,Bla,SHV-OKP-LEN,LEN-9,1502,NG_050780.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,LEN-13,Bla,SHV-OKP-LEN,LEN-13,1504,NG_050777.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,LEN-7,Bla,SHV-OKP-LEN,LEN-7,1505,NG_050778.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,LEN-8,Bla,SHV-OKP-LEN,LEN-8,1506,NG_050779.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-A-1,Bla,SHV-OKP-LEN,OKP-A-1,1507,NG_049353.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-A-10,Bla,SHV-OKP-LEN,OKP-A-10,1508,NG_049354.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-A-11,Bla,SHV-OKP-LEN,OKP-A-11,1509,NG_049355.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-A-12,Bla,SHV-OKP-LEN,OKP-A-12,1510,NG_049356.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-A-13,Bla,SHV-OKP-LEN,OKP-A-13,1511,NG_049357.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-A-14,Bla,SHV-OKP-LEN,OKP-A-14,1512,NG_049358.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-A-15,Bla,SHV-OKP-LEN,OKP-A-15,1513,NG_049359.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-A-16,Bla,SHV-OKP-LEN,OKP-A-16,1514,NG_049360.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-A-2,Bla,SHV-OKP-LEN,OKP-A-2,1515,NG_049362.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-A-3,Bla,SHV-OKP-LEN,OKP-A-3,1516,NG_049363.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-A-4,Bla,SHV-OKP-LEN,OKP-A-4,1517,NG_049364.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-A-5,Bla,SHV-OKP-LEN,OKP-A-5,1518,NG_049365.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-A-6,Bla,SHV-OKP-LEN,OKP-A-6,1519,NG_049366.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-A-7,Bla,SHV-OKP-LEN,OKP-A-7,1520,NG_049367.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-A-8,Bla,SHV-OKP-LEN,OKP-A-8,1521,NG_049368.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-A-9,Bla,SHV-OKP-LEN,OKP-A-9,1522,NG_049369.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-1,Bla,SHV-OKP-LEN,OKP-B-1,1523,NG_049370.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-10,Bla,SHV-OKP-LEN,OKP-B-10,1524,NG_049371.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-11,Bla,SHV-OKP-LEN,OKP-B-11,1525,NG_049372.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-13,Bla,SHV-OKP-LEN,OKP-B-13,1526,NG_049373.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-17,Bla,SHV-OKP-LEN,OKP-B-17,1527,NG_049374.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-18,Bla,SHV-OKP-LEN,OKP-B-18,1528,NG_049375.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-19,Bla,SHV-OKP-LEN,OKP-B-19,1529,NG_049376.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-2,Bla,SHV-OKP-LEN,OKP-B-2,1530,NG_049377.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-20,Bla,SHV-OKP-LEN,OKP-B-20,1531,NG_049378.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-3,Bla,SHV-OKP-LEN,OKP-B-3,1532,NG_049379.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-4,Bla,SHV-OKP-LEN,OKP-B-4,1533,NG_049380.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-5,Bla,SHV-OKP-LEN,OKP-B-5,1534,AM850918.2:25-885,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-6,Bla,SHV-OKP-LEN,OKP-B-6,1535,AM850917.2:18-878,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-7,Bla,SHV-OKP-LEN,OKP-B-7,1536,NG_049383.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-8,Bla,SHV-OKP-LEN,OKP-B-8,1537,NG_049384.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-9,Bla,SHV-OKP-LEN,OKP-B-9,1538,NG_049385.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-1,Bla,SHV-OKP-LEN,SHV-1,1539,CP165807.1:2737916-2738776,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-109,Bla,SHV-OKP-LEN,SHV-109,1540,NG_049999.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-11,Bla,SHV-OKP-LEN,SHV-11,1541,CP168408.1:2797577-2798437,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-14,Bla,SHV-OKP-LEN,SHV-14,1543,NG_050014.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-141,Bla,SHV-OKP-LEN,SHV-141,1544,NG_050015.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-164,Bla,SHV-OKP-LEN,SHV-164,1545,NG_050040.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-25,Bla,SHV-OKP-LEN,SHV-25,1546,NG_050062.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-32,Bla,SHV-OKP-LEN,SHV-32,1547,NG_050071.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-33,Bla,SHV-OKP-LEN,SHV-33,1548,NG_050072.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-43,Bla,SHV-OKP-LEN,SHV-43,1549,NG_050081.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-44,Bla,SHV-OKP-LEN,SHV-44,1550,NG_050082.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-48,Bla,SHV-OKP-LEN,SHV-48,1551,NG_050085.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-60,Bla,SHV-OKP-LEN,SHV-60,1552,NG_050095.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-61,Bla,SHV-OKP-LEN,SHV-61,1553,NG_050096.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-62,Bla,SHV-OKP-LEN,SHV-62,1554,NG_050097.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-71,Bla,SHV-OKP-LEN,SHV-71,1555,NG_050106.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-73,Bla,SHV-OKP-LEN,SHV-73,1556,NG_050108.1,-,-,no,no,inhibitor-resistant class A broad-spectrum beta-lactamase,Bla_inhR,penicillin beta-lactam + beta-lactamase inhibitor,ARO:3000008;ARO:3000042
135,SHV-74,Bla,SHV-OKP-LEN,SHV-74,1557,NG_050109.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-75,Bla,SHV-OKP-LEN,SHV-75,1558,NG_050110.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-76,Bla,SHV-OKP-LEN,SHV-76,1559,NG_050111.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-77,Bla,SHV-OKP-LEN,SHV-77,1560,NG_050112.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-78,Bla,SHV-OKP-LEN,SHV-78,1561,NG_050113.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-79,Bla,SHV-OKP-LEN,SHV-79,1562,NG_050114.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-80,Bla,SHV-OKP-LEN,SHV-80,1563,NG_050116.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-81,Bla,SHV-OKP-LEN,SHV-81,1564,NG_050117.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-82,Bla,SHV-OKP-LEN,SHV-82,1565,NG_050118.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-85,Bla,SHV-OKP-LEN,SHV-85,1566,NG_050119.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-89,Bla,SHV-OKP-LEN,SHV-89,1567,NG_050121.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-107,Bla,SHV-OKP-LEN,SHV-107,1568,NG_049997.1,-,-,no,no,inhibitor-resistant class A broad-spectrum beta-lactamase,Bla_inhR,penicillin beta-lactam + beta-lactamase inhibitor,ARO:3000008;ARO:3000042
135,SHV-26,Bla,SHV-OKP-LEN,SHV-26,1569,NG_050063.1,-,-,no,no,inhibitor-resistant class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-49,Bla,SHV-OKP-LEN,SHV-49,1570,NG_050086.1,-,-,no,no,inhibitor-resistant class A broad-spectrum beta-lactamase,Bla_inhR,penicillin beta-lactam + beta-lactamase inhibitor,ARO:3000008;ARO:3000042
135,SHV-56,Bla,SHV-OKP-LEN,SHV-56,1572,NG_050092.1,-,-,no,no,inhibitor-resistant class A broad-spectrum beta-lactamase,Bla_inhR,penicillin beta-lactam + beta-lactamase inhibitor,ARO:3000008;ARO:3000042
135,SHV-72,Bla,SHV-OKP-LEN,SHV-72,1573,NG_050107.1,-,-,no,no,inhibitor-resistant class A broad-spectrum beta-lactamase,Bla_inhR,penicillin beta-lactam + beta-lactamase inhibitor,ARO:3000008;ARO:3000042
135,SHV-110,Bla,SHV-OKP-LEN,SHV-110,1574,NG_050001.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-145,Bla,SHV-OKP-LEN,SHV-145,1575,NG_050019.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-101,Bla,SHV-OKP-LEN,SHV-101,1576,NG_049991.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-102,Bla,SHV-OKP-LEN,SHV-102,1577,NG_049992.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-104,Bla,SHV-OKP-LEN,SHV-104,1578,NG_049994.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-105,Bla,SHV-OKP-LEN,SHV-105,1579,NG_049995.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-106,Bla,SHV-OKP-LEN,SHV-106,1580,NG_049996.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-12,Bla,SHV-OKP-LEN,SHV-12,1581,NG_050590.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-128,Bla,SHV-OKP-LEN,SHV-128,1582,NG_050006.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-129,Bla,SHV-OKP-LEN,SHV-129,1583,NG_050007.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-13,Bla,SHV-OKP-LEN,SHV-13,1584,NG_050008.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-134,Bla,SHV-OKP-LEN,SHV-134,1585,NG_050011.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-148,Bla,SHV-OKP-LEN,SHV-148,1586,NG_050022.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-15,Bla,SHV-OKP-LEN,SHV-15,1587,NG_050024.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-16,Bla,SHV-OKP-LEN,SHV-16,1588,NG_050035.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-18,Bla,SHV-OKP-LEN,SHV-18,1589,NG_050047.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-183,Bla,SHV-OKP-LEN,SHV-183,1590,NG_050050.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-188,Bla,SHV-OKP-LEN,SHV-188,1591,NG_050054.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-2,Bla,SHV-OKP-LEN,SHV-2,1592,NG_050060.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-24,Bla,SHV-OKP-LEN,SHV-24,1593,NG_050061.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-27,Bla,SHV-OKP-LEN,SHV-27,1594,NG_050064.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-2A,Bla,SHV-OKP-LEN,SHV-2A,1595,NG_050067.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-3,Bla,SHV-OKP-LEN,SHV-3,1596,NG_050068.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-30,Bla,SHV-OKP-LEN,SHV-30,1597,NG_050069.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-31,Bla,SHV-OKP-LEN,SHV-31,1599,NG_050070.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-34,Bla,SHV-OKP-LEN,SHV-34,1600,NG_050073.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-38,Bla,SHV-OKP-LEN,SHV-38,1601,NG_050077.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-40,Bla,SHV-OKP-LEN,SHV-40,1602,NG_050078.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-41,Bla,SHV-OKP-LEN,SHV-41,1603,NG_050079.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-42,Bla,SHV-OKP-LEN,SHV-42,1604,NG_050080.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-45,Bla,SHV-OKP-LEN,SHV-45,1605,NG_050083.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-46,Bla,SHV-OKP-LEN,SHV-46,1606,NG_050084.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-5,Bla,SHV-OKP-LEN,SHV-5,1607,NG_050087.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-55,Bla,SHV-OKP-LEN,SHV-55,1608,NG_050091.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-57,Bla,SHV-OKP-LEN,SHV-57,1609,NG_050093.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-64,Bla,SHV-OKP-LEN,SHV-64,1610,NG_050099.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-65,Bla,SHV-OKP-LEN,SHV-65,1611,NG_050100.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-66,Bla,SHV-OKP-LEN,SHV-66,1612,NG_050101.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-67,Bla,SHV-OKP-LEN,SHV-67,1613,NG_050102.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-69,Bla,SHV-OKP-LEN,SHV-69,1614,NG_050103.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-7,Bla,SHV-OKP-LEN,SHV-7,1615,NG_050104.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-70,Bla,SHV-OKP-LEN,SHV-70,1616,NG_050105.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-8,Bla,SHV-OKP-LEN,SHV-8,1617,NG_050115.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-86,Bla,SHV-OKP-LEN,SHV-86,1618,NG_050120.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-98,Bla,SHV-OKP-LEN,SHV-98,1619,NG_050129.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-99,Bla,SHV-OKP-LEN,SHV-99,1620,NG_050130.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-193,Bla,SHV-OKP-LEN,SHV-193,2630,NG_050058.1,-,-,no,no,class A beta-lactamase SHV-193,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-194,Bla,SHV-OKP-LEN,SHV-194,2631,NG_051169.1,-,-,no,no,class A beta-lactamase SHV-194,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-195,Bla,SHV-OKP-LEN,SHV-195,2632,NG_051484.1,-,-,no,no,class A beta-lactamase SHV-195,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-196,Bla,SHV-OKP-LEN,SHV-196,2633,NG_051521.1,-,-,no,no,class A beta-lactamase SHV-196,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-197,Bla,SHV-OKP-LEN,SHV-197,2634,NG_052582.1,-,-,no,no,class A beta-lactamase SHV-197,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-198,Bla,SHV-OKP-LEN,SHV-198,2635,NG_055284.1,-,-,no,no,class A beta-lactamase SHV-198,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-199,Bla,SHV-OKP-LEN,SHV-199,2636,NG_055503.1,-,-,no,no,class A beta-lactamase SHV-199,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-1b-b,Bla,SHV-OKP-LEN,SHV-1b-b,2637,NG_050059.1,-,-,no,no,class A beta-lactamase SHV-1b-b,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-200,Bla,SHV-OKP-LEN,SHV-200,2638,NG_055588.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-201,Bla,SHV-OKP-LEN,SHV-201,2639,NG_062244.1,-,-,no,no,class A beta-lactamase SHV-201,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-203,Bla,SHV-OKP-LEN,SHV-203,2640,NG_055668.1,-,-,no,no,inhibitor-resistant class A broad-spectrum beta-lactamase,Bla_inhR,penicillin beta-lactam + beta-lactamase inhibitor,ARO:3000008;ARO:3000042
135,SHV-204,Bla,SHV-OKP-LEN,SHV-204,2641,NG_057611.1,-,-,no,no,class A beta-lactamase SHV-204,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-205,Bla,SHV-OKP-LEN,SHV-205,2642,NG_062276.1,-,-,no,no,class A beta-lactamase SHV-205,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-206,Bla,SHV-OKP-LEN,SHV-206,2643,NG_062278.1,-,-,no,no,class A beta-lactamase SHV-206,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-207,Bla,SHV-OKP-LEN,SHV-207,2644,NG_062279.1,-,-,no,no,class A beta-lactamase SHV-207,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-208,Bla,SHV-OKP-LEN,SHV-208,2645,NG_062280.1,-,-,no,no,class A beta-lactamase SHV-208,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-209,Bla,SHV-OKP-LEN,SHV-209,2646,NG_062281.1,-,-,no,no,class A beta-lactamase SHV-209,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-210,Bla,SHV-OKP-LEN,SHV-210,2647,NG_062282.1,-,-,no,no,class A beta-lactamase SHV-210,Bla_chr,penicillin beta-lactam,ARO:3000008
