clusterid,queryID,class,gene,allele,seqID,aro_accession,ncbi_accession,positions,size,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,bla_description,bla_class,CARD_class,ARO_class
135,OKP-B-17,Bla,SHV-OKP-LEN,OKP-B-17,1527,ARO_3002450,NG_049374.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-18,Bla,SHV-OKP-LEN,OKP-B-18,1528,ARO_3002451,NG_049375.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-19,Bla,SHV-OKP-LEN,OKP-B-19,1529,ARO_3002452,NG_049376.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-2,Bla,SHV-OKP-LEN,OKP-B-2,1530,ARO_3002435,NG_049377.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-20,Bla,SHV-OKP-LEN,OKP-B-20,1531,ARO_3002453,NG_049378.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-3,Bla,SHV-OKP-LEN,OKP-B-3,1532,ARO_3002436,NG_049379.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-4,Bla,SHV-OKP-LEN,OKP-B-4,1533,ARO_3002437,NG_049380.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-5,Bla,SHV-OKP-LEN,OKP-B-5,1534,ARO_3002438,AM850918.2:25-885,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-6,Bla,SHV-OKP-LEN,OKP-B-6,1535,ARO_3002439,AM850917.2:18-878,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-7,Bla,SHV-OKP-LEN,OKP-B-7,1536,ARO_3002440,NG_049383.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-8,Bla,SHV-OKP-LEN,OKP-B-8,1537,ARO_3002441,NG_049384.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,OKP-B-9,Bla,SHV-OKP-LEN,OKP-B-9,1538,ARO_3002442,NG_049385.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-1,Bla,SHV-OKP-LEN,SHV-1,1539,ARO_3001059,CP165807.1:2737916-2738776,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-109,Bla,SHV-OKP-LEN,SHV-109,1540,ARO_3001158,NG_049999.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-11,Bla,SHV-OKP-LEN,SHV-11,1541,GenBank_AY293069,CP168408.1:2797577-2798437,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-14,Bla,SHV-OKP-LEN,SHV-14,1543,ARO_3001073,NG_050014.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-141,Bla,SHV-OKP-LEN,SHV-141,1544,ARO_3001183,NG_050015.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-164,Bla,SHV-OKP-LEN,SHV-164,1545,ARO_3001347,NG_050040.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-25,Bla,SHV-OKP-LEN,SHV-25,1546,ARO_3001083,NG_050062.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-32,Bla,SHV-OKP-LEN,SHV-32,1547,ARO_3001090,NG_050071.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-33,Bla,SHV-OKP-LEN,SHV-33,1548,ARO_3001091,NG_050072.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-43,Bla,SHV-OKP-LEN,SHV-43,1549,ARO_3001101,NG_050081.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-44,Bla,SHV-OKP-LEN,SHV-44,1550,ARO_3001102,NG_050082.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-48,Bla,SHV-OKP-LEN,SHV-48,1551,ARO_3001105,NG_050085.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-60,Bla,SHV-OKP-LEN,SHV-60,1552,ARO_3001115,NG_050095.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-61,Bla,SHV-OKP-LEN,SHV-61,1553,ARO_3001116,NG_050096.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-62,Bla,SHV-OKP-LEN,SHV-62,1554,ARO_3001117,NG_050097.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-71,Bla,SHV-OKP-LEN,SHV-71,1555,ARO_3001125,NG_050106.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-73,Bla,SHV-OKP-LEN,SHV-73,1556,ARO_3001127,NG_050108.1,-,-,no,no,inhibitor-resistant class A broad-spectrum beta-lactamase,Bla_inhR,penicillin beta-lactam + beta-lactamase inhibitor,ARO:3000008;ARO:3000042
135,SHV-74,Bla,SHV-OKP-LEN,SHV-74,1557,ARO_3001128,NG_050109.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-75,Bla,SHV-OKP-LEN,SHV-75,1558,ARO_3001129,NG_050110.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-76,Bla,SHV-OKP-LEN,SHV-76,1559,ARO_3001130,NG_050111.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-77,Bla,SHV-OKP-LEN,SHV-77,1560,ARO_3001131,NG_050112.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-78,Bla,SHV-OKP-LEN,SHV-78,1561,ARO_3001132,NG_050113.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-79,Bla,SHV-OKP-LEN,SHV-79,1562,ARO_3001133,NG_050114.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-80,Bla,SHV-OKP-LEN,SHV-80,1563,ARO_3001134,NG_050116.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-81,Bla,SHV-OKP-LEN,SHV-81,1564,ARO_3001135,NG_050117.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-82,Bla,SHV-OKP-LEN,SHV-82,1565,ARO_3001136,NG_050118.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-85,Bla,SHV-OKP-LEN,SHV-85,1566,ARO_3001139,NG_050119.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-89,Bla,SHV-OKP-LEN,SHV-89,1567,ARO_3001141,NG_050121.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-107,Bla,SHV-OKP-LEN,SHV-107,1568,ARO_3001156,NG_049997.1,-,-,no,no,inhibitor-resistant class A broad-spectrum beta-lactamase,Bla_inhR,penicillin beta-lactam + beta-lactamase inhibitor,ARO:3000008;ARO:3000042
135,SHV-26,Bla,SHV-OKP-LEN,SHV-26,1569,ARO_3001084,NG_050063.1,-,-,no,no,inhibitor-resistant class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-49,Bla,SHV-OKP-LEN,SHV-49,1570,ARO_3001106,NG_050086.1,-,-,no,no,inhibitor-resistant class A broad-spectrum beta-lactamase,Bla_inhR,penicillin beta-lactam + beta-lactamase inhibitor,ARO:3000008;ARO:3000042
135,SHV-56,Bla,SHV-OKP-LEN,SHV-56,1572,ARO_3001112,NG_050092.1,-,-,no,no,inhibitor-resistant class A broad-spectrum beta-lactamase,Bla_inhR,penicillin beta-lactam + beta-lactamase inhibitor,ARO:3000008;ARO:3000042
135,SHV-72,Bla,SHV-OKP-LEN,SHV-72,1573,ARO_3001126,NG_050107.1,-,-,no,no,inhibitor-resistant class A broad-spectrum beta-lactamase,Bla_inhR,penicillin beta-lactam + beta-lactamase inhibitor,ARO:3000008;ARO:3000042
135,SHV-110,Bla,SHV-OKP-LEN,SHV-110,1574,ARO_3001159,NG_050001.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-145,Bla,SHV-OKP-LEN,SHV-145,1575,ARO_3001185,NG_050019.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-101,Bla,SHV-OKP-LEN,SHV-101,1576,ARO_3001150,NG_049991.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-102,Bla,SHV-OKP-LEN,SHV-102,1577,ARO_3001151,NG_049992.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-104,Bla,SHV-OKP-LEN,SHV-104,1578,ARO_3001153,NG_049994.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-105,Bla,SHV-OKP-LEN,SHV-105,1579,ARO_3001154,NG_049995.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-106,Bla,SHV-OKP-LEN,SHV-106,1580,ARO_3001155,NG_049996.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-12,Bla,SHV-OKP-LEN,SHV-12,1581,ARO_3001071,NG_050590.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-128,Bla,SHV-OKP-LEN,SHV-128,1582,ARO_3001175,NG_050006.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-129,Bla,SHV-OKP-LEN,SHV-129,1583,ARO_3001176,NG_050007.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-13,Bla,SHV-OKP-LEN,SHV-13,1584,ARO_3001072,NG_050008.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-134,Bla,SHV-OKP-LEN,SHV-134,1585,ARO_3001178,NG_050011.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-148,Bla,SHV-OKP-LEN,SHV-148,1586,ARO_3001187,NG_050022.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-15,Bla,SHV-OKP-LEN,SHV-15,1587,ARO_3001074,NG_050024.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-16,Bla,SHV-OKP-LEN,SHV-16,1588,ARO_3001075,NG_050035.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-18,Bla,SHV-OKP-LEN,SHV-18,1589,ARO_3001076,NG_050047.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-183,Bla,SHV-OKP-LEN,SHV-183,1590,ARO_3001351,NG_050050.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-188,Bla,SHV-OKP-LEN,SHV-188,1591,ARO_3003155,NG_050054.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-2,Bla,SHV-OKP-LEN,SHV-2,1592,ARO_3001060,NG_050060.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-24,Bla,SHV-OKP-LEN,SHV-24,1593,ARO_3001082,NG_050061.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-27,Bla,SHV-OKP-LEN,SHV-27,1594,ARO_3001085,NG_050064.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-2A,Bla,SHV-OKP-LEN,SHV-2A,1595,ARO_3001061,NG_050067.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-3,Bla,SHV-OKP-LEN,SHV-3,1596,ARO_3001062,NG_050068.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-30,Bla,SHV-OKP-LEN,SHV-30,1597,ARO_3001088,NG_050069.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-31,Bla,SHV-OKP-LEN,SHV-31,1599,ARO_3001089,NG_050070.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-34,Bla,SHV-OKP-LEN,SHV-34,1600,ARO_3001092,NG_050073.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-38,Bla,SHV-OKP-LEN,SHV-38,1601,ARO_3001096,NG_050077.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-40,Bla,SHV-OKP-LEN,SHV-40,1602,ARO_3001098,NG_050078.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-41,Bla,SHV-OKP-LEN,SHV-41,1603,ARO_3001099,NG_050079.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-42,Bla,SHV-OKP-LEN,SHV-42,1604,ARO_3001100,NG_050080.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-45,Bla,SHV-OKP-LEN,SHV-45,1605,ARO_3001103,NG_050083.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-46,Bla,SHV-OKP-LEN,SHV-46,1606,ARO_3001104,NG_050084.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-5,Bla,SHV-OKP-LEN,SHV-5,1607,ARO_3001064,NG_050087.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-55,Bla,SHV-OKP-LEN,SHV-55,1608,ARO_3001111,NG_050091.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-57,Bla,SHV-OKP-LEN,SHV-57,1609,ARO_3001113,NG_050093.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-64,Bla,SHV-OKP-LEN,SHV-64,1610,ARO_3001119,NG_050099.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-65,Bla,SHV-OKP-LEN,SHV-65,1611,ARO_3001120,NG_050100.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-66,Bla,SHV-OKP-LEN,SHV-66,1612,ARO_3001121,NG_050101.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-67,Bla,SHV-OKP-LEN,SHV-67,1613,ARO_3001122,NG_050102.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-69,Bla,SHV-OKP-LEN,SHV-69,1614,ARO_3001123,NG_050103.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-7,Bla,SHV-OKP-LEN,SHV-7,1615,ARO_3001066,NG_050104.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-70,Bla,SHV-OKP-LEN,SHV-70,1616,ARO_3001124,NG_050105.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-8,Bla,SHV-OKP-LEN,SHV-8,1617,ARO_3001067,NG_050115.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-86,Bla,SHV-OKP-LEN,SHV-86,1618,ARO_3001140,NG_050120.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-98,Bla,SHV-OKP-LEN,SHV-98,1619,ARO_3001336,NG_050129.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-99,Bla,SHV-OKP-LEN,SHV-99,1620,ARO_3001337,NG_050130.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-193,Bla,SHV-OKP-LEN,SHV-193,2630,ARO_3005239,NG_050058.1,-,-,no,no,class A beta-lactamase SHV-193,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-194,Bla,SHV-OKP-LEN,SHV-194,2631,ARO_3005223,NG_051169.1,-,-,no,no,class A beta-lactamase SHV-194,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-195,Bla,SHV-OKP-LEN,SHV-195,2632,ARO_3005210,NG_051484.1,-,-,no,no,class A beta-lactamase SHV-195,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-196,Bla,SHV-OKP-LEN,SHV-196,2633,ARO_3005229,NG_051521.1,-,-,no,no,class A beta-lactamase SHV-196,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-197,Bla,SHV-OKP-LEN,SHV-197,2634,ARO_3005214,NG_052582.1,-,-,no,no,class A beta-lactamase SHV-197,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-198,Bla,SHV-OKP-LEN,SHV-198,2635,ARO_3005209,NG_055284.1,-,-,no,no,class A beta-lactamase SHV-198,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-199,Bla,SHV-OKP-LEN,SHV-199,2636,ARO_3005232,NG_055503.1,-,-,no,no,class A beta-lactamase SHV-199,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-1b-b,Bla,SHV-OKP-LEN,SHV-1b-b,2637,ARO_3005237,NG_050059.1,-,-,no,no,class A beta-lactamase SHV-1b-b,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-200,Bla,SHV-OKP-LEN,SHV-200,2638,ARO_3005248,NG_055588.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
135,SHV-201,Bla,SHV-OKP-LEN,SHV-201,2639,ARO_3005211,NG_062244.1,-,-,no,no,class A beta-lactamase SHV-201,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-203,Bla,SHV-OKP-LEN,SHV-203,2640,ARO_3005249,NG_055668.1,-,-,no,no,inhibitor-resistant class A broad-spectrum beta-lactamase,Bla_inhR,penicillin beta-lactam + beta-lactamase inhibitor,ARO:3000008;ARO:3000042
135,SHV-204,Bla,SHV-OKP-LEN,SHV-204,2641,ARO_3005213,NG_057611.1,-,-,no,no,class A beta-lactamase SHV-204,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-205,Bla,SHV-OKP-LEN,SHV-205,2642,ARO_3005207,NG_062276.1,-,-,no,no,class A beta-lactamase SHV-205,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-206,Bla,SHV-OKP-LEN,SHV-206,2643,ARO_3005227,NG_062278.1,-,-,no,no,class A beta-lactamase SHV-206,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-207,Bla,SHV-OKP-LEN,SHV-207,2644,ARO_3005236,NG_062279.1,-,-,no,no,class A beta-lactamase SHV-207,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-208,Bla,SHV-OKP-LEN,SHV-208,2645,ARO_3005226,NG_062280.1,-,-,no,no,class A beta-lactamase SHV-208,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-209,Bla,SHV-OKP-LEN,SHV-209,2646,ARO_3005242,NG_062281.1,-,-,no,no,class A beta-lactamase SHV-209,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-210,Bla,SHV-OKP-LEN,SHV-210,2647,ARO_3005225,NG_062282.1,-,-,no,no,class A beta-lactamase SHV-210,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-211,Bla,SHV-OKP-LEN,SHV-211,2648,ARO_3005230,NG_062283.1,-,-,no,no,class A beta-lactamase SHV-211,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-212,Bla,SHV-OKP-LEN,SHV-212,2649,ARO_3005212,NG_062284.1,-,-,no,no,class A beta-lactamase SHV-212,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-213,Bla,SHV-OKP-LEN,SHV-213,2650,ARO_3005251,NG_062285.1,-,-,no,no,class A beta-lactamase SHV-213,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-214,Bla,SHV-OKP-LEN,SHV-214,2651,ARO_3005235,NG_062286.1,-,-,no,no,class A beta-lactamase SHV-214,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-215,Bla,SHV-OKP-LEN,SHV-215,2652,ARO_3005243,NG_062287.1,-,-,no,no,class A beta-lactamase SHV-215,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-216,Bla,SHV-OKP-LEN,SHV-216,2653,ARO_3005215,NG_062288.1,-,-,no,no,class A beta-lactamase SHV-216,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-217,Bla,SHV-OKP-LEN,SHV-217,2654,ARO_3005250,NG_062289.1,-,-,no,no,class A beta-lactamase SHV-217,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-218,Bla,SHV-OKP-LEN,SHV-218,2655,ARO_3005238,NG_062290.1,-,-,no,no,class A beta-lactamase SHV-218,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-219,Bla,SHV-OKP-LEN,SHV-219,2656,ARO_3005231,NG_062291.1,-,-,no,no,class A beta-lactamase SHV-219,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-220,Bla,SHV-OKP-LEN,SHV-220,2657,ARO_3005224,NG_062292.1,-,-,no,no,class A beta-lactamase SHV-220,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-221,Bla,SHV-OKP-LEN,SHV-221,2658,ARO_3005252,NG_062293.1,-,-,no,no,class A beta-lactamase SHV-221,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-222,Bla,SHV-OKP-LEN,SHV-222,2659,ARO_3005208,NG_062294.1,-,-,no,no,class A beta-lactamase SHV-222,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-223,Bla,SHV-OKP-LEN,SHV-223,2660,ARO_3005234,NG_062295.1,-,-,no,no,class A beta-lactamase SHV-223,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-224,Bla,SHV-OKP-LEN,SHV-224,2661,ARO_3005240,NG_062296.1,-,-,no,no,class A beta-lactamase SHV-224,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-225,Bla,SHV-OKP-LEN,SHV-225,2662,ARO_3005241,NG_062297.1,-,-,no,no,class A beta-lactamase SHV-225,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-226,Bla,SHV-OKP-LEN,SHV-226,2663,ARO_3005228,NG_062298.1,-,-,no,no,class A beta-lactamase SHV-226,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-227,Bla,SHV-OKP-LEN,SHV-227,2664,ARO_3005233,NG_062299.1,-,-,no,no,class A beta-lactamase SHV-227,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-228,Bla,SHV-OKP-LEN,SHV-228,2665,ARO_3005247,NG_062300.1,-,-,no,no,class A beta-lactamase SHV-228,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-115,Bla,SHV-OKP-LEN,SHV-115,2698,ARO_3001164,NG_067162.1,-,-,no,no,class A beta-lactamase SHV-115,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-116,Bla,SHV-OKP-LEN,SHV-116,2699,ARO_3001165,NG_068211.1,-,-,no,no,class A beta-lactamase SHV-116,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-132,Bla,SHV-OKP-LEN,SHV-132,2700,ARO_3001341,NG_050009.1,-,-,no,no,inhibitor-resistant class A broad-spectrum beta-lactamase,Bla_inhR,penicillin beta-lactam + beta-lactamase inhibitor,ARO:3000008;ARO:3000042
135,SHV-146,Bla,SHV-OKP-LEN,SHV-146,2701,ARO_3001346,NG_050020.1,-,-,no,no,class A beta-lactamase SHV-146,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-171,Bla,SHV-OKP-LEN,SHV-171,2702,ARO_3001355,NG_068212.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-190,Bla,SHV-OKP-LEN,SHV-190,2703,ARO_3003590,NG_050056.1,-,-,no,no,class A beta-lactamase SHV-190,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-191,Bla,SHV-OKP-LEN,SHV-191,2704,ARO_3003591,NG_050057.1,-,-,no,no,class A beta-lactamase SHV-191,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-202,Bla,SHV-OKP-LEN,SHV-202,2705,ARO_3005253,NG_062245.1,-,-,no,no,class A beta-lactamase SHV-202,Bla_chr,penicillin beta-lactam,ARO:3000008
135,SHV-229,Bla,SHV-OKP-LEN,SHV-229,2706,GenBank_MZ748304,NG_076841.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla_chr,penicillin beta-lactam,ARO:3000008
